Protein,distance,angle,MTFE,Omega2/Omega1,Frame
puma_scramble_59,0.2,30,1.0,0.261372642257093,16824
puma_scramble_59,0.2,30,2.0,0.2739835948644793,16824
puma_scramble_59,0.2,30,3.0,0.2952032810271041,16824
puma_scramble_59,0.2,1,-3.0,0.2854609929078014,16826
puma_scramble_59,0.2,1,-2.0,0.2055099857346647,16824
puma_scramble_59,0.2,1,-1.0,0.2175166428911079,16824
puma_scramble_59,0.2,1,0.0,0.2345756062767475,16824
puma_scramble_59,0.2,1,1.0,0.2386967031225234,16824
puma_scramble_59,0.2,1,2.0,0.2446405928039308,16824
puma_scramble_59,0.2,1,3.0,0.2530115707719131,16824
puma_scramble_59,0.5,1,-3.0,0.3944193510043979,16826
puma_scramble_59,0.5,1,-2.0,0.3101719765414487,16824
puma_scramble_59,0.5,1,-1.0,0.3040002377555872,16824
puma_scramble_59,0.5,1,0.0,0.3118659851006499,16824
puma_scramble_59,0.5,1,1.0,0.3099540339197971,16824
puma_scramble_59,0.5,1,2.0,0.3119947693770803,16824
puma_scramble_59,0.5,1,3.0,0.3195236963068632,16824
puma_scramble_9,0.0,60,-3.0,0.0833928571428571,16800
puma_scramble_9,0.0,60,-2.0,0.1234821428571428,16800
puma_scramble_9,0.0,60,-1.0,0.1703075396825396,16800
puma_scramble_9,0.0,60,-0.5,0.1163392857142857,16800
puma_scramble_9,0.0,60,0.0,0.1950297619047619,16800
puma_scramble_9,0.0,60,0.5,0.2046527777777777,16800
puma_scramble_9,0.0,60,1.0,0.2460218253968254,16800
puma_scramble_9,0.0,60,2.0,0.320297619047619,16800
puma_scramble_9,0.0,60,3.0,0.3337103174603175,16800
puma_scramble_9,0.0,30,-3.0,0.0994444444444444,16800
puma_scramble_9,0.0,30,-2.0,0.1199603174603174,16800
puma_scramble_9,0.0,30,-1.0,0.1509821428571428,16800
puma_scramble_9,0.0,30,-0.5,0.0962301587301587,16800
puma_scramble_9,0.0,30,0.0,0.1503670634920635,16800
puma_scramble_9,0.0,30,0.5,0.1534126984126984,16800
puma_scramble_9,0.0,30,1.0,0.1745337301587301,16800
puma_scramble_9,0.0,30,2.0,0.2324107142857142,16800
puma_scramble_9,0.0,30,3.0,0.2464087301587301,16800
puma_scramble_9,0.0,1,-3.0,0.0593849206349206,16800
puma_scramble_9,0.0,1,-2.0,0.0700099206349206,16800
puma_scramble_9,0.0,1,-1.0,0.0893948412698412,16800
