Protein,datatype,MTFE,Rs,Sd,Frame,Sequence,length,kappa,FCR,NCPR,Hydrophobicity,Expanding,delta
puma_scramble_22,ee,-3.0,1.867417306703116,0.7980614845810597,16800.0,,,,,,,,
puma_scramble_22,ee,-2.0,2.6595414231096703,0.1975944524235338,16800.0,,,,,,,,
puma_scramble_22,ee,-1.0,2.94537678618871,0.0101203919776817,16800.0,,,,,,,,
puma_scramble_22,ee,0.0,3.483810992127373,0.0308768773471979,16800.0,,,,,,,,
puma_scramble_22,ee,1.0,3.982730778487665,0.1167642692129401,16800.0,,,,,,,,
puma_scramble_22,ee,2.0,4.369849769604348,0.0166658634094632,16800.0,,,,,,,,
puma_scramble_22,ee,3.0,4.534479473903775,0.0028962068224497,16800.0,,,,,,,,
puma_scramble_28,ee,-3.0,1.7807170075479717,0.1488675599633745,16800.0,,,,,,,,
puma_scramble_28,ee,-2.0,2.437108544263811,0.6604641507378968,16800.0,,,,,,,,
puma_scramble_28,ee,-1.0,3.303150779968571,0.3229301955802709,16800.0,,,,,,,,
puma_scramble_28,ee,0.0,3.860210821891114,0.1239814587883648,16800.0,,,,,,,,
puma_scramble_28,ee,1.0,4.159228006906453,0.0207519057833337,16800.0,,,,,,,,
puma_scramble_28,ee,2.0,4.483823002729388,0.0136567467078436,16800.0,,,,,,,,
puma_scramble_28,ee,3.0,4.683383600349937,0.0119052759632062,16800.0,,,,,,,,
puma_scramble_68,ee,-3.0,1.5094632048666703,0.3223065505448458,16816.0,,,,,,,,
puma_scramble_68,ee,-2.0,2.309262080404144,0.1861393582428525,16824.0,,,,,,,,
puma_scramble_68,ee,-1.0,3.318585619962802,0.115111819968759,16824.0,,,,,,,,
puma_scramble_68,ee,0.0,3.744860339826536,0.0816621285951216,16824.0,,,,,,,,
puma_scramble_68,ee,1.0,4.102100566716858,0.0072683014659446,16824.0,,,,,,,,
puma_scramble_68,ee,2.0,4.310738777188222,0.0460703236298658,16824.0,,,,,,,,
puma_scramble_68,ee,3.0,4.423543756203287,0.0144576308613663,16824.0,,,,,,,,
puma_scramble_63,ee,-3.0,1.9710494277541168,0.3484304899364293,16826.0,,,,,,,,
puma_scramble_63,ee,-2.0,1.9767457130850992,0.2811905539245867,16828.0,,,,,,,,
puma_scramble_63,ee,-1.0,3.6034907309309214,0.0807303384176763,16824.0,,,,,,,,
puma_scramble_63,ee,0.0,3.958080951055345,0.0302452917249687,16824.0,,,,,,,,
puma_scramble_63,ee,1.0,4.23719648474095,0.0639234641417364,16824.0,,,,,,,,
